Frame	CPU Total (ms)	CPU Boids (ms)	CPU Data Update (ms)	CPU Render Dispatch (ms)	GPU Render (ms)
1741	2.4968	2.4386	0.0211	0.0252	0.1288
1742	2.4924	2.4044	0.0224	0.0246	0.13056
1743	2.4978	2.4098	0.0212	0.0285	0.126624
1744	2.4626	2.4226	0.0205	0.0273	0.1304
1745	2.4632	2.4682	0.0212	0.0252	0.130496
1746	2.4741	2.4115	0.021	0.0242	0.129408
1747	2.5266	2.4054	0.0211	0.0283	0.129248
1748	2.4642	2.4315	0.022	0.0247	0.128992
1749	2.4669	2.4073	0.0212	0.0296	0.12672
1750	2.4881	2.4126	0.0205	0.0266	0.129472
1751	2.4609	2.5486	0.0599	0.0253	0.129056
1752	2.4646	2.4304	0.0211	0.0245	0.128896
1753	2.6838	2.4554	0.0228	0.0487	0.128768
1754	2.4889	2.4367	0.0209	0.0271	0.129152
1755	2.5177	2.4182	0.0218	0.0298	0.126688
1756	2.4904	2.4308	0.0213	0.0251	0.128448
1757	2.4732	2.4415	0.022	0.0255	0.130592
1758	2.485	2.5181	0.0246	0.0255	0.129056
1759	2.5326	2.5266	0.0217	0.0453	0.130464
1760	2.6377	2.4754	0.021	0.0592	0.130144
1761	2.6283	2.4501	0.0211	0.0543	0.126752
1762	2.5326	2.4701	0.0212	0.0266	0.129216
1763	2.5042	2.4396	0.0212	0.0254	0.130048
1764	2.5252	2.435	0.0212	0.0264	0.1296
1765	2.4938	2.4382	0.0219	0.0251	0.130528
1766	2.4901	2.4632	0.0217	0.027	0.130144
1767	2.507	2.4241	0.0212	0.0343	0.130816
1768	2.5195	2.4631	0.0214	0.026	0.125888
1769	2.4783	2.4277	0.0209	0.0254	0.128736
1770	2.5173	2.449	0.0209	0.0255	0.128832
1771	2.4807	2.4412	0.0211	0.0248	0.129248
1772	2.5014	2.4689	0.0211	0.0248	0.130944
1773	2.4942	2.4539	0.0211	0.0247	0.128672
1774	2.525	2.4374	0.0211	0.0269	0.12608
1775	2.5081	2.5138	0.0211	0.0253	0.130688
1776	2.4912	2.4463	0.0212	0.0255	0.130912
1777	2.5678	2.4412	0.0212	0.0251	0.128736
1778	2.4998	2.4334	0.0219	0.0249	0.13056
1779	2.4978	2.4584	0.0219	0.0281	0.129792
1780	2.5031	2.4607	0.0211	0.0339	0.126176
1781	2.5145	2.4681	0.0212	0.0255	0.129632
1782	2.5149	2.443	0.0212	0.0256	0.130304
1783	2.5209	2.4435	0.0212	0.0247	0.129696
1784	2.4957	2.4876	0.0211	0.0247	0.128704
1785	2.4961	2.4615	0.0209	0.0245	0.128736
1786	2.5556	2.4491	0.0211	0.0336	0.126112
1787	2.5155	2.4498	0.0212	0.0252	0.1296
1788	2.5039	2.4654	0.0213	0.0258	0.128864
1789	2.5032	2.4639	0.0211	0.0251	0.129568
1790	2.5185	2.4786	0.023	0.0246	0.129376
1791	2.5167	2.4516	0.0248	0.0245	0.129664
1792	2.5451	2.4665	0.0212	0.0321	0.1264
1793	2.5134	2.474	0.0211	0.0265	0.129568
1794	2.5214	2.4632	0.021	0.0261	0.12976
1795	2.5272	2.4535	0.0211	0.025	0.1288
1796	2.5156	2.4514	0.0212	0.0246	0.129248
1797	2.507	2.4572	0.0204	0.0249	0.130816
1798	2.5169	2.4495	0.0212	0.032	0.126336
1799	2.5105	2.4552	0.0209	0.0251	0.12928
1800	2.506	2.4505	0.021	0.0271	0.12624
1801	2.5087	2.4678	0.0255	0.025	0.130688
1802	2.5033	2.437	0.0212	0.0248	0.130048
1803	2.5256	2.4896	0.0212	0.0247	0.130016
1804	2.4997	2.46	0.0218	0.0302	0.128896
1805	2.548	2.4583	0.0212	0.0272	0.130048
1806	2.5147	2.4641	0.0212	0.0258	0.130112
1807	2.5112	2.4923	0.0218	0.0248	0.128704
1808	2.5175	2.471	0.0211	0.025	0.128576
1809	2.5458	2.488	0.0211	0.0246	0.129248
1810	2.5249	2.4759	0.0214	0.0251	0.128768
1811	2.5447	2.4827	0.023	0.0267	0.12624
1812	2.5305	2.4819	0.0212	0.0256	0.129952
1813	2.5374	2.4519	0.0212	0.0248	0.13056
1814	2.5347	2.4622	0.021	0.0246	0.129408
1815	2.5049	2.4722	0.0213	0.0247	0.130912
1816	2.5146	2.4584	0.0212	0.0244	0.129152
1817	2.5374	2.4584	0.0218	0.0315	0.126272
1818	2.5132	2.4606	0.0264	0.0258	0.130368
1819	2.513	2.4651	0.0212	0.0255	0.130592
1820	2.5193	2.4674	0.022	0.0245	0.128832
1821	2.5176	2.48	0.0212	0.0245	0.12912
1822	2.5208	2.4743	0.0211	0.0247	0.1288
1823	2.5421	2.4606	0.0212	0.0306	0.126016
1824	2.5299	2.4611	0.021	0.0265	0.12928
1825	2.5141	2.5032	0.0204	0.0253	0.129696
1826	2.514	2.4747	0.0211	0.0246	0.130368
1827	2.5544	2.4568	0.0221	0.0241	0.1304
1828	2.5272	2.4991	0.0209	0.0245	0.130048
1829	2.52	2.4717	0.0212	0.0296	0.125952
1830	2.5536	2.4477	0.0212	0.0258	0.129536
1831	2.5253	2.4558	0.021	0.0254	0.128704
1832	2.5005	2.4673	0.0236	0.0246	0.129824
1833	2.5082	2.468	0.0222	0.0245	0.129344
1834	2.5227	2.5164	0.0213	0.0247	0.1288
1835	2.5629	2.515	0.0223	0.0498	0.126048
1836	2.5911	2.4802	0.0212	0.0384	0.128288
1837	2.6091	2.4758	0.0211	0.0488	0.125888
1838	2.5387	2.474	0.0212	0.0271	0.129888
1839	2.5303	2.5074	0.0214	0.0259	0.128928
1840	2.527	2.4891	0.0214	0.0248	0.13072
1841	2.6145	2.481	0.022	0.0671	0.12592
1842	2.5452	2.4806	0.0211	0.026	0.128576
1843	2.5351	2.4764	0.0211	0.0253	0.12928
1844	2.5335	2.522	0.0211	0.0246	0.128448
1845	2.5301	2.5188	0.0212	0.025	0.129632
1846	2.5763	2.4989	0.0211	0.0255	0.129632
1847	2.5824	2.5113	0.0211	0.0307	0.12624
1848	2.5541	2.5106	0.0211	0.0254	0.12896
1849	2.5651	2.4826	0.0214	0.0256	0.129792
1850	2.563	2.5105	0.022	0.0245	0.128768
1851	2.5405	2.4902	0.0212	0.028	0.12992
1852	2.5649	2.4944	0.0211	0.0249	0.128352
1853	2.5508	2.4924	0.0212	0.029	0.12624
1854	2.5494	2.4917	0.0212	0.0259	0.129056
1855	2.546	2.4882	0.0211	0.025	0.12912
1856	2.5454	2.5242	0.0211	0.025	0.129568
1857	2.5412	2.5159	0.0212	0.0248	0.130528
1858	2.5783	2.5153	0.0221	0.0255	0.128096
1859	2.5778	2.5135	0.0211	0.0295	0.126112
1860	2.571	2.4912	0.0211	0.0255	0.129376
1861	2.5667	2.5034	0.0211	0.0251	0.130208
1862	2.544	2.4937	0.0211	0.0247	0.128608
1863	2.557	2.4984	0.0212	0.0253	0.128288
1864	2.547	2.4992	0.0217	0.0247	0.128672
1865	2.556	2.492	0.0211	0.0271	0.126112
1866	2.5543	2.5208	0.022	0.0256	0.129568
1867	2.5457	2.4963	0.021	0.0255	0.129312
1868	2.5745	2.5168	0.0212	0.0246	0.129216
1869	2.5488	2.5227	0.0219	0.0245	0.12976
1870	2.5705	2.5225	0.0211	0.0251	0.13024
1871	2.5798	2.5292	0.0211	0.0267	0.126208
1872	2.5766	2.5251	0.021	0.0255	0.130112
1873	2.5823	2.5249	0.0212	0.025	0.12992
1874	2.578	2.4959	0.0211	0.0248	0.130464
1875	2.5807	2.5451	0.0212	0.0269	0.130624
1876	2.5504	2.5426	0.0215	0.0257	0.12576
1877	2.6116	2.5509	0.0212	0.0326	0.12928
1878	2.602	2.5083	0.0214	0.0283	0.126208
1879	2.6056	2.5323	0.0211	0.026	0.128608
1880	2.5619	2.5271	0.0212	0.0249	0.12992
1881	2.5859	2.5343	0.0216	0.0251	0.129536
1882	2.5807	2.541	0.022	0.0254	0.129152
1883	2.5957	2.5207	0.0212	0.0299	0.129888
1884	2.5976	2.5218	0.0211	0.0265	0.126304
1885	2.5758	2.5207	0.0211	0.0259	0.12848
1886	2.5747	2.5208	0.0211	0.0248	0.128928
1887	2.5744	2.5269	0.0212	0.025	0.129536
1888	2.5742	2.5601	0.0211	0.0248	0.129568
1889	2.5833	2.5341	0.0211	0.0264	0.129408
1890	2.6155	2.5244	0.0212	0.0264	0.126048
1891	2.5874	2.5342	0.0213	0.025	0.129088
1892	2.5778	2.5425	0.0212	0.0247	0.129408
1893	2.5881	2.5201	0.0212	0.0254	0.128864
1894	2.5953	2.5237	0.0212	0.0246	0.129344
1895	2.5805	2.5352	0.021	0.0301	0.128416
1896	2.5801	2.5588	0.0257	0.0269	0.12976
1897	2.5892	2.5209	0.0211	0.0256	0.128448
1898	2.6218	2.5309	0.0208	0.0291	0.12944
1899	2.5739	2.5419	0.0247	0.0249	0.130176
1900	2.5832	2.5589	0.0205	0.0245	0.129632
1901	2.6039	2.5255	0.0211	0.0282	0.129984
1902	2.6126	2.5407	0.0211	0.0254	0.129728
1903	2.5803	2.5649	0.021	0.0263	0.130016
1904	2.5943	2.5507	0.021	0.0252	0.128736
1905	2.6178	2.5497	0.0212	0.0247	0.130496
1906	2.6041	2.5424	0.0212	0.0251	0.12832
1907	2.6102	2.5635	0.0211	0.0294	0.125792
1908	2.5973	2.5166	0.0215	0.0257	0.128864
1909	2.6173	2.5438	0.0215	0.0255	0.128064
1910	2.5801	2.6068	0.0215	0.0305	0.13024
1911	2.6182	2.5747	0.0216	0.0383	0.130656
1912	2.6895	2.5188	0.021	0.0408	0.1256
1913	2.6536	2.5616	0.0215	0.0403	0.126016
1914	2.5744	2.5544	0.0211	0.0263	0.130208
1915	2.6164	2.5544	0.021	0.0258	0.129152
1916	2.6072	2.536	0.0218	0.0248	0.129248
1917	2.6076	2.5328	0.0218	0.0249	0.129568
1918	2.5895	2.5653	0.021	0.0249	0.128672
1919	2.6005	2.5392	0.0209	0.0333	0.125888
1920	2.6207	2.5579	0.0212	0.0258	0.13008
1921	2.5929	2.5611	0.0209	0.0253	0.128896
1922	2.6107	2.5566	0.0212	0.0246	0.128672
1923	2.6136	2.5688	0.0218	0.0246	0.128928
1924	2.6099	2.5795	0.0212	0.0252	0.128832
1925	2.6274	2.5677	0.0209	0.0271	0.125792
1926	2.6343	2.5734	0.0211	0.026	0.129568
1927	2.6206	2.5672	0.0211	0.0251	0.128512
1928	2.6264	2.5709	0.0217	0.0248	0.12944
1929	2.6198	2.5838	0.0212	0.0246	0.128512
1930	2.6243	2.5792	0.0231	0.0245	0.129792
1931	2.643	2.5904	0.0212	0.028	0.125888
1932	2.6372	2.57	0.0212	0.0267	0.128224
1933	2.6441	2.5771	0.0212	0.0253	0.130016
1934	2.6233	2.5734	0.0211	0.0253	0.128896
1935	2.6307	2.5415	0.0525	0.0248	0.129952
1936	2.6268	2.5748	0.0205	0.0252	0.127936
1937	2.6432	2.5643	0.0217	0.0371	0.125472
1938	2.6282	2.5566	0.0247	0.0251	0.129344
1939	2.6186	2.5567	0.0212	0.0255	0.127776
1940	2.6158	2.5783	0.0211	0.0262	0.127744
1941	2.6098	2.6093	0.0218	0.0251	0.128192
1942	2.6313	2.5743	0.0206	0.0247	0.128768
1943	2.6783	2.5737	0.0208	0.0356	0.125568
1944	2.6285	2.5686	0.022	0.0256	0.12976
1945	2.6266	2.5584	0.0219	0.025	0.12848
1946	2.6223	2.5615	0.0209	0.0247	0.129888
1947	2.612	2.6301	0.0214	0.0247	0.130176
1948	2.6492	2.593	0.0205	0.028	0.128992
1949	2.7102	2.5762	0.0208	0.0407	0.125568
1950	2.6478	2.578	0.0212	0.0264	0.129216
1951	2.6293	2.5463	0.0212	0.0252	0.127936
1952	2.6308	2.6762	0.0227	0.0245	0.128544
1953	2.6074	2.6141	0.0219	0.025	0.129216
1954	2.7366	2.5971	0.0212	0.0276	0.127904
1955	2.7048	2.5864	0.0216	0.0455	0.125952
1956	2.6535	2.5853	0.0217	0.0259	0.12912
1957	2.6403	2.5681	0.021	0.0252	0.128928
1958	2.6389	2.5724	0.0218	0.025	0.129184
1959	2.6207	2.581	0.0218	0.0247	0.128352
1960	2.6324	2.5793	0.0211	0.0295	0.128928
1961	2.6399	2.5884	0.0234	0.0274	0.125376
1962	2.6336	2.5784	0.0216	0.0261	0.129632
1963	2.6444	2.6072	0.0211	0.0253	0.129184
1964	2.6312	2.5724	0.0211	0.0242	0.127808
1965	2.6606	2.565	0.0211	0.0248	0.128864
1966	2.6343	2.5785	0.0212	0.0306	0.125408
1967	2.6195	2.5848	0.0204	0.0251	0.1288
1968	2.6324	2.5816	0.0214	0.0258	0.129376
1969	2.6358	2.5963	0.0211	0.0239	0.127456
1970	2.6454	2.5904	0.0212	0.034	0.12768
1971	2.6514	2.5844	0.0211	0.025	0.129248
1972	2.6441	2.5805	0.0212	0.0255	0.125376
1973	2.6375	2.5839	0.0209	0.0251	0.128288
1974	2.6344	2.5778	0.0209	0.0246	0.129024
1975	2.636	2.5751	0.0211	0.0243	0.129408
1976	2.6316	2.5778	0.0214	0.0257	0.127968
1977	2.6288	2.575	0.0205	0.0251	0.12848
1978	2.6511	2.5711	0.0216	0.036	0.125472
1979	2.6292	2.6051	0.0216	0.0255	0.129088
1980	2.625	2.5985	0.0212	0.0253	0.12816
1981	2.6588	2.5901	0.0214	0.0247	0.129024
1982	2.6541	2.6359	0.022	0.027	0.128096
1983	2.6689	2.6324	0.0221	0.0413	0.129312
1984	2.7387	2.6391	0.0212	0.0526	0.125536
1985	2.7169	2.6099	0.0218	0.042	0.129344
1986	2.6961	2.6112	0.0212	0.0268	0.128832
1987	2.6642	2.5936	0.0209	0.0254	0.12848
1988	2.6651	2.599	0.0255	0.0253	0.128832
1989	2.6458	2.6046	0.0212	0.0244	0.128448
1990	2.6761	2.5734	0.0211	0.0353	0.125152
1991	2.6602	2.6158	0.0212	0.0261	0.129024
1992	2.6272	2.5976	0.0211	0.0256	0.127648
1993	2.6693	2.6099	0.0212	0.025	0.129664
1994	2.6499	2.6211	0.0211	0.0244	0.128576
1995	2.6635	2.6049	0.0208	0.0252	0.129344
1996	2.6784	2.5996	0.0211	0.0276	0.125408
1997	2.6582	2.6067	0.0212	0.0249	0.129152
1998	2.6525	2.5977	0.0211	0.0247	0.128928
1999	2.6604	2.6138	0.0212	0.0252	0.129152
2000	2.6505	2.6456	0.0218	0.0246	0.128256
2001	2.6713	2.6078	0.0208	0.0274	0.126048
2002	2.7008	2.6001	0.025	0.0254	0.129408
2003	2.661	2.6318	0.021	0.025	0.12784
2004	2.6568	2.6164	0.0211	0.0249	0.12928
2005	2.6852	2.6529	0.0212	0.0246	0.128704
2006	2.67	2.629	0.0212	0.0251	0.128704
2007	2.7136	2.6129	0.0212	0.0293	0.125664
2008	2.6835	2.6814	0.0213	0.0255	0.129792
2009	2.6665	2.6365	0.0211	0.0248	0.129664
2010	2.7356	2.662	0.021	0.0255	0.129472
2011	2.6895	2.6024	0.0216	0.0248	0.12976
2012	2.7148	2.6165	0.0205	0.0247	0.12848
2013	2.6625	2.5954	0.0212	0.0287	0.125536
2014	2.6693	2.5925	0.0211	0.0249	0.127712
2015	2.6489	2.6688	0.0211	0.0253	0.129888
2016	2.646	2.6529	0.021	0.0248	0.12992
2017	2.7219	2.6455	0.0212	0.025	0.127744
2018	2.7055	2.6299	0.0214	0.0244	0.127776
2019	2.7049	2.6322	0.0217	0.0282	0.125792
2020	2.6845	2.6486	0.0226	0.0256	0.127808
2021	2.6966	2.6272	0.0211	0.0314	0.125568
2022	2.7053	2.6273	0.0211	0.0258	0.129344
2023	2.6842	2.6433	0.023	0.0274	0.128128
2024	2.6813	2.653	0.0212	0.0253	0.12736
2025	2.7084	3.0746	0.0575	0.0311	0.12544
2026	2.7078	2.6246	0.0209	0.026	0.129472
2027	3.2044	2.6218	0.0261	0.0477	0.12832
2028	2.68	2.9778	0.0218	0.0264	0.129216
2029	2.6807	2.6707	0.0209	0.0253	0.128352
2030	3.0367	2.6483	0.0208	0.0276	0.12544
2031	2.7245	2.6257	0.021	0.0252	0.129856
2032	2.7025	2.6207	0.0218	0.0258	0.130112
2033	2.6788	2.799	0.0216	0.0248	0.128864
2034	2.6794	2.805	0.0208	0.0291	0.128768
2035	2.8533	2.7222	0.0212	0.0251	0.128864
2036	2.8583	2.6701	0.0217	0.0247	0.125504
2037	2.7774	2.6401	0.0209	0.0259	0.129568
2038	2.7242	2.6366	0.0211	0.0251	0.129632
2039	2.6927	2.9847	0.021	0.0245	0.128064
2040	2.6901	2.7973	0.0219	0.0251	0.129088
2041	3.0385	2.7904	0.0215	0.0249	0.12544
2042	2.8718	2.781	0.0217	0.0362	0.128032
2043	2.8575	2.7767	0.0218	0.0329	0.128864
2044	2.8465	2.7929	0.0221	0.0325	0.127392
2045	2.8387	2.8357	0.0214	0.0303	0.128064
2046	2.8505	2.7813	0.0213	0.0268	0.129344
2047	2.8933	2.7774	0.0214	0.0276	0.125184
2048	2.8369	2.7879	0.0216	0.0265	0.12912
2049	2.8326	2.7845	0.0213	0.0261	0.128288
2050	2.8435	2.8676	0.0219	0.0262	0.128704
2051	2.8395	2.7952	0.0216	0.026	0.129728
2052	2.9274	2.6851	0.0226	0.028	0.125792
2053	2.8866	2.6627	0.0213	0.0468	0.128352
2054	2.7885	2.6711	0.0213	0.0511	0.125504
2055	2.7431	2.7038	0.0251	0.0405	0.128448
2056	2.7274	2.6432	0.0216	0.0261	0.128928
2057	2.7793	2.6596	0.0211	0.0329	0.129056
2058	2.7018	2.6648	0.0209	0.0268	0.125536
2059	2.7134	2.6791	0.0212	0.0254	0.128384
2060	2.7172	2.6944	0.0212	0.0246	0.129408
2061	2.7325	2.7362	0.0213	0.0251	0.129472
2062	2.748	2.6675	0.0211	0.0255	0.128128
2063	2.8143	2.6667	0.0211	0.0391	0.125664
2064	2.7238	2.6579	0.0212	0.0259	0.12832
2065	2.72	2.695	0.0209	0.0251	0.12832
2066	2.711	2.6916	0.021	0.0249	0.129696
2067	2.748	2.7071	0.0212	0.0248	0.12864
2068	2.7446	2.6805	0.022	0.0248	0.1296
2069	2.7682	2.695	0.0211	0.0294	0.12512
2070	2.7368	2.6676	0.0208	0.0259	0.129344
2071	2.7483	2.6698	0.0212	0.025	0.129504
2072	2.7197	2.6737	0.0212	0.0244	0.129184
2073	2.723	2.6781	0.0216	0.0249	0.129952
2074	2.7351	2.6626	0.021	0.0303	0.125664
2075	2.7332	2.6604	0.021	0.0253	0.128672
2076	2.7157	2.6646	0.0211	0.0251	0.129888
2077	2.7134	2.6805	0.0208	0.0249	0.128672
2078	2.7181	2.6797	0.0211	0.0251	0.128768
2079	2.7329	2.6696	0.0211	0.0244	0.128896
2080	2.7389	2.6716	0.0209	0.0287	0.125344
2081	2.7239	2.7082	0.0212	0.0255	0.129088
2082	2.7248	2.6923	0.021	0.0255	0.129728
2083	2.7618	2.7047	0.0212	0.0253	0.129632
2084	2.745	2.6721	0.0212	0.0245	0.128352
2085	2.7582	2.6964	0.021	0.0249	0.128992
2086	2.7312	2.685	0.0211	0.0283	0.12528
2087	2.7508	2.6808	0.0212	0.0253	0.127968
2088	2.7386	2.8277	0.0215	0.0254	0.129568
2089	2.7334	2.705	0.0218	0.0246	0.12928
2090	2.8888	2.7077	0.0219	0.0295	0.12528
2091	2.7698	2.7009	0.0219	0.0317	0.128736
2092	2.766	2.6883	0.0211	0.0276	0.12512
2093	2.7599	2.6942	0.0211	0.029	0.129184
2094	2.742	2.6991	0.0211	0.0253	0.12864
2095	2.7468	2.7204	0.0212	0.0244	0.12976
2096	2.7523	2.7216	0.022	0.0249	0.128672
2097	2.7854	2.7302	0.0211	0.0321	0.126016
2098	2.7783	2.728	0.0211	0.0262	0.128736
2099	2.7837	2.7106	0.0212	0.0255	0.12896
2100	2.7809	2.7095	0.0211	0.0246	0.127808
2101	2.7643	2.7443	0.0221	0.0254	0.129504
2102	2.7624	2.7042	0.0211	0.0249	0.129216
2103	2.8161	2.7335	0.021	0.0351	0.125376
2104	2.761	2.7399	0.021	0.0261	0.127328
2105	2.7864	2.7197	0.021	0.0248	0.127264
2106	2.7931	2.7095	0.0212	0.0249	0.127712
2107	2.7724	2.6978	0.0213	0.0247	0.12864
2108	2.7764	2.7097	0.021	0.0325	0.125184
2109	2.7536	2.7152	0.0216	0.0258	0.129728
2110	2.7629	2.7428	0.0218	0.0251	0.12912
2111	2.7703	2.7455	0.021	0.0261	0.128416
2112	2.7983	2.7185	0.0218	0.0251	0.129056
2113	2.7982	2.7087	0.0205	0.0247	0.128192
2114	2.7803	2.7007	0.0204	0.03	0.124928
2115	2.7621	2.7118	0.0212	0.0252	0.129472
2116	2.7527	2.7437	0.0209	0.0249	0.127744
2117	2.7651	2.7206	0.0204	0.0247	0.127904
2118	2.7964	2.6969	0.0255	0.0247	0.127392
2119	2.7728	2.6992	0.0211	0.0247	0.1288
2120	2.758	2.749	0.0215	0.0265	0.125056
2121	2.7539	2.7322	0.0212	0.0255	0.12784
2122	2.818	2.7368	0.0264	0.0344	0.128896
2123	2.7897	2.7452	0.0222	0.0269	0.128768
2124	2.8298	2.7474	0.0211	0.0451	0.125472
2125	2.8321	2.7458	0.0211	0.0434	0.125216
2126	2.8026	2.8155	0.0212	0.0258	0.127648
2127	2.8001	2.7393	0.021	0.0258	0.12992
2128	2.8697	2.7387	0.0211	0.0255	0.12784
2129	2.7924	2.7437	0.0221	0.025	0.12768
2130	2.7916	2.7301	0.0211	0.0249	0.127808
2131	2.8103	2.7516	0.0212	0.0327	0.124992
2132	2.784	2.7409	0.0211	0.025	0.127552
2133	2.8069	2.7435	0.0212	0.0259	0.129408
2134	2.794	2.7503	0.0212	0.0248	0.127968
2135	2.7969	2.7579	0.0211	0.0248	0.127616
2136	2.8104	2.7702	0.0213	0.0297	0.125664
2137	2.8122	2.7414	0.0212	0.0254	0.127488
2138	2.8252	2.7591	0.0209	0.026	0.12928
2139	2.7944	2.7388	0.0212	0.0248	0.129088
2140	2.8112	2.711	0.0228	0.0244	0.129504
2141	2.7917	2.7662	0.0211	0.0247	0.129344
2142	2.7722	2.7388	0.0211	0.0286	0.125408
2143	2.8212	2.7297	0.0212	0.0259	0.129024
2144	2.7919	2.7585	0.022	0.0248	0.129024
2145	2.7841	2.7305	0.0211	0.0264	0.129568
2146	2.8134	2.759	0.0212	0.0261	0.127072
2147	2.7896	2.7302	0.0211	0.029	0.125056
2148	2.8152	2.7576	0.0249	0.0269	0.129504
2149	2.7836	2.7345	0.0212	0.0253	0.129536
2150	2.8157	2.7349	0.0212	0.0248	0.127072
2151	2.7882	2.7122	0.0219	0.0252	0.128032
2152	2.7881	2.7518	0.0212	0.0249	0.12736
2153	2.7736	2.7394	0.0211	0.0292	0.125088
2154	2.8069	2.7325	0.0212	0.0262	0.128416
2155	2.7939	2.7397	0.0212	0.0257	0.1272
2156	2.785	2.7666	0.0211	0.0245	0.127552
2157	2.7924	2.7639	0.0218	0.0245	0.127488
2158	2.8201	2.7618	0.022	0.0252	0.12784
2159	2.8438	2.7334	0.0212	0.0401	0.125152
2160	2.8251	2.7547	0.0211	0.0307	0.125184
2161	2.7879	2.7789	0.0212	0.0256	0.127168
2162	2.808	2.7981	0.0213	0.0252	0.12912
2163	2.832	2.7509	0.0204	0.0249	0.128384
2164	2.8905	2.7402	0.0204	0.0531	0.125184
2165	2.8069	2.7438	0.0212	0.0264	0.128128
2166	2.7927	2.7672	0.0211	0.0251	0.12816
2167	2.7966	2.7906	0.0219	0.0247	0.127552
2168	2.8209	2.7352	0.0211	0.0249	0.127104
2169	2.8457	2.7748	0.0214	0.0255	0.127648
2170	2.7961	2.7706	0.0212	0.0295	0.124736
2171	2.8296	2.7853	0.0211	0.0251	0.12752
2172	2.8235	2.7675	0.0204	0.0248	0.127584
2173	2.8418	2.8326	0.0217	0.0282	0.128736
2174	2.8188	2.9174	0.0209	0.0241	0.12896
2175	2.9019	2.9042	0.0208	0.0338	0.125184
2176	2.9729	2.8798	0.0211	0.0263	0.12784
2177	2.9578	2.8712	0.0214	0.0257	0.128416
2178	2.9339	2.8906	0.0215	0.0253	0.128704
2179	2.9249	2.9177	0.0217	0.0253	0.127232
2180	2.9498	2.8958	0.0213	0.0285	0.124928
2181	2.9751	2.9026	0.0212	0.0267	0.129248
2182	2.9503	2.9039	0.0213	0.0259	0.127744
2183	2.9566	2.8817	0.0217	0.0254	0.12864
2184	2.9576	2.9282	0.0221	0.0251	0.127168
2185	2.9376	2.9009	0.022	0.0263	0.127136
2186	2.9924	2.9019	0.0224	0.0311	0.124832
2187	2.9575	2.9092	0.0212	0.0262	0.128128
2188	2.9623	2.9199	0.0216	0.0284	0.127584
2189	2.9629	2.9263	0.0219	0.0253	0.12768
2190	2.9895	2.9688	0.0227	0.0354	0.12768
2191	3.006	2.9383	0.0219	0.0397	0.125088
2192	3.0543	2.9252	0.0216	0.0442	0.127456
2193	3.0033	2.9375	0.0214	0.0311	0.127968
2194	2.9821	2.9268	0.0222	0.027	0.127616
2195	2.9939	2.9379	0.0211	0.0269	0.127104
2196	3.0024	2.9166	0.0212	0.039	0.125312
2197	2.9957	2.9434	0.0213	0.0277	0.1288
2198	2.9718	2.9523	0.0217	0.0264	0.127648
2199	2.9976	2.9474	0.0212	0.0257	0.127712
2200	3.0078	2.9585	0.0217	0.0259	0.128416
2201	3.0111	2.9308	0.0221	0.0311	0.125088
2202	3.0156	2.9157	0.0217	0.027	0.12768
2203	2.9872	2.9519	0.022	0.0267	0.127168
2204	2.9703	2.9337	0.0211	0.0256	0.12896
2205	3.0072	2.8162	0.0211	0.0257	0.12848
2206	2.9886	2.821	0.0212	0.0259	0.128448
2207	2.8716	2.7864	0.021	0.0258	0.124832
2208	2.8742	2.7963	0.0212	0.0249	0.128352
2209	2.8393	2.8298	0.0211	0.0248	0.129248
2210	2.8497	2.8035	0.0211	0.025	0.128736
2211	2.8828	2.7989	0.0217	0.0248	0.128704
2212	2.8636	2.8043	0.021	0.0289	0.124608
2213	2.8543	2.8209	0.0211	0.0257	0.127936
2214	2.8574	2.8129	0.0211	0.0253	0.127712
2215	2.8748	2.8088	0.0213	0.0253	0.128032
2216	2.8664	2.8194	0.0212	0.0252	0.128896
2217	2.8654	2.8186	0.0209	0.027	0.128096
2218	2.8764	2.8084	0.0211	0.0273	0.124704
2219	2.8728	2.841	0.0212	0.0256	0.12704
2220	2.8621	2.8382	0.0211	0.0252	0.128672
2221	2.8941	2.8201	0.0212	0.0249	0.127392
2222	2.8907	2.8305	0.0212	0.0244	0.128832
2223	2.8865	2.8298	0.0256	0.0329	0.12496
2224	2.8847	3.1057	0.0282	0.0254	0.126912
2225	2.8872	2.8036	0.0218	0.0247	0.128608
2226	3.2107	2.8157	0.0212	0.048	0.124864
2227	2.8616	2.8008	0.0212	0.0267	0.129056
2228	2.882	2.7975	0.0225	0.0335	0.125056
2229	2.8566	2.7893	0.0209	0.0259	0.128064
2230	2.8524	2.7573	0.021	0.0249	0.127904
2231	2.8435	2.7904	0.021	0.0255	0.128416
2232	2.8097	2.787	0.0209	0.0245	0.127392
2233	2.8429	2.7694	0.0211	0.0245	0.129152
2234	2.8402	2.7984	0.021	0.0249	0.12512
2235	2.8224	2.783	0.021	0.0247	0.127872
2236	2.8523	2.7903	0.021	0.0252	0.128
2237	2.8354	2.79	0.021	0.0245	0.127872
2238	2.8429	2.7751	0.021	0.0245	0.129056
2239	2.843	2.8204	0.021	0.0247	0.124928
2240	2.8284	2.7931	0.021	0.0248	0.128736
2241	2.8741	2.7958	0.0218	0.025	0.126976
2242	2.8462	2.8049	0.0238	0.0248	0.127584
2243	2.8493	2.7982	0.021	0.0248	0.128
2244	2.86	2.7777	0.0218	0.0244	0.128128
2245	2.8509	2.7925	0.021	0.0248	0.124768
