Frame	CPU Total (ms)	CPU Boids (ms)	CPU Data Update (ms)	CPU Render Dispatch (ms)	GPU Render (ms)
2431	2.9588	2.8901	0.0211	0.0297	0.12912
2432	2.9465	2.886	0.0211	0.0274	0.1248
2433	2.9449	2.8866	0.0212	0.0258	0.127712
2434	2.9387	2.8969	0.0212	0.0248	0.127392
2435	2.9394	2.9172	0.0213	0.0248	0.127872
2436	2.9509	2.9264	0.021	0.0255	0.127136
2437	2.989	2.9262	0.021	0.0362	0.124832
2438	2.9809	2.8962	0.0209	0.0258	0.127264
2439	2.9798	2.8948	0.021	0.0253	0.129312
2440	2.9483	2.9114	0.0211	0.0243	0.128224
2441	2.9486	2.8772	0.0212	0.0253	0.127872
2442	2.973	2.8961	0.0211	0.0299	0.125216
2443	2.9325	2.9239	0.0212	0.0256	0.128704
2444	2.9494	2.9098	0.0211	0.0248	0.127872
2445	2.9769	2.8989	0.0212	0.0249	0.127552
2446	2.9642	2.8928	0.021	0.0258	0.12784
2447	2.9597	2.8836	0.0212	0.0285	0.125056
2448	2.9471	2.8904	0.0212	0.0256	0.129152
2449	2.9375	2.9036	0.0218	0.0254	0.129056
2450	2.9437	2.9592	0.0212	0.025	0.128704
2451	2.9576	2.8937	0.0218	0.0249	0.129536
2452	3.0145	2.8812	0.0205	0.0254	0.127648
2453	2.9538	2.8844	0.0211	0.0291	0.124928
2454	2.9339	2.895	0.0216	0.0252	0.12832
2455	2.938	2.8883	0.0216	0.0253	0.128352
2456	2.9658	3.3485	0.0215	0.0358	0.127616
2457	2.9474	2.8927	0.0562	0.0273	0.128768
2458	3.4514	2.8864	0.0212	0.0533	0.125184
2459	3.0204	2.93	0.0211	0.0478	0.128896
2460	2.9419	2.8908	0.021	0.0262	0.129568
2461	2.9846	2.9018	0.022	0.0259	0.127808
2462	2.9438	2.9186	0.0212	0.0249	0.129056
2463	2.9785	2.8742	0.0211	0.0384	0.125024
2464	2.9742	2.915	0.0212	0.0262	0.128224
2465	2.9282	2.8985	0.0211	0.0253	0.129216
2466	2.969	2.8764	0.0218	0.0254	0.128736
2467	2.9511	2.8988	0.021	0.0245	0.127424
2468	2.9377	2.899	0.021	0.0291	0.124832
2469	2.9529	2.9073	0.0211	0.0253	0.127648
2470	2.9517	2.8748	0.0209	0.0249	0.128736
2471	2.9611	2.9089	0.0214	0.0249	0.127008
2472	2.9271	2.8752	0.022	0.0245	0.128416
2473	2.9626	2.8858	0.0211	0.025	0.128608
2474	2.9333	2.866	0.0212	0.0271	0.124672
2475	2.9402	2.8915	0.021	0.0258	0.12864
2476	2.9201	2.8808	0.021	0.0255	0.12768
2477	2.944	2.861	0.022	0.0246	0.127584
2478	2.9348	2.8886	0.0212	0.0256	0.128288
2479	2.9207	2.8771	0.0212	0.0282	0.1248
2480	2.9428	2.8984	0.0237	0.0253	0.127776
2481	2.9324	2.9102	0.0209	0.026	0.128608
2482	2.9537	2.8968	0.0212	0.0247	0.12672
2483	2.9629	2.9078	0.0219	0.0248	0.127456
2484	2.9572	2.8935	0.021	0.0292	0.125056
2485	2.9637	2.8997	0.021	0.0258	0.127392
2486	2.947	2.8759	0.022	0.025	0.127072
2487	2.9529	2.8878	0.022	0.0248	0.128
2488	2.9294	2.9079	0.0205	0.0246	0.128192
2489	2.9434	2.8759	0.0213	0.0265	0.127904
2490	2.9686	2.8794	0.0212	0.0305	0.124992
2491	2.9311	2.882	0.0211	0.0257	0.126912
2492	2.9336	2.8723	0.021	0.0258	0.125216
2493	2.9358	2.93	0.0221	0.0253	0.128256
2494	2.925	2.8934	0.0291	0.0247	0.12704
2495	3.0056	2.8807	0.0205	0.0372	0.124768
2496	2.9641	2.8672	0.0205	0.0318	0.12896
2497	2.9335	2.9271	0.021	0.0252	0.128896
2498	2.9187	2.9025	0.0214	0.024	0.128608
2499	2.9796	2.8962	0.0213	0.0246	0.12864
2500	2.9715	2.8907	0.0212	0.0332	0.124832
2501	2.951	2.8613	0.0211	0.025	0.128512
2502	2.9481	2.9342	0.021	0.0266	0.127968
2503	2.915	2.9074	0.0204	0.0253	0.128512
2504	2.9873	2.8991	0.0212	0.0251	0.12928
2505	2.9611	2.8699	0.0205	0.0259	0.127008
2506	2.955	2.9077	0.021	0.0263	0.124768
2507	2.9249	2.9209	0.0209	0.0258	0.127584
2508	2.9608	2.8629	0.0242	0.0252	0.128416
2509	2.9733	2.8607	0.0211	0.0246	0.127808
2510	2.9215	2.8975	0.0204	0.0261	0.127616
2511	2.9212	2.8879	0.021	0.0292	0.12496
2512	2.9505	2.9329	0.0211	0.0252	0.127264
2513	2.9415	2.8945	0.0209	0.0252	0.12736
2514	2.9865	2.8656	0.0219	0.0254	0.128608
2515	2.9469	2.887	0.0212	0.0245	0.127808
2516	2.9254	2.8906	0.0224	0.0286	0.124928
2517	2.9426	2.894	0.0204	0.026	0.128
2518	2.9449	2.8936	0.0204	0.025	0.128992
2519	2.9463	2.8661	0.0204	0.0246	0.129024
2520	2.9452	2.8804	0.0215	0.0244	0.12912
2521	2.9209	2.9716	0.0212	0.0265	0.128288
2522	2.9685	2.8806	0.0221	0.0442	0.12864
2523	3.043	2.8837	0.0211	0.0347	0.129344
2524	2.9738	2.8945	0.0239	0.0467	0.124576
2525	2.94	2.903	0.0213	0.0263	0.128768
2526	2.9614	2.9127	0.0216	0.03	0.128832
2527	2.9774	2.8587	0.0261	0.0376	0.124416
2528	2.9683	2.8799	0.0214	0.0262	0.12816
2529	2.9188	2.9069	0.0209	0.0257	0.129408
2530	2.9333	2.9856	0.0217	0.0252	0.127392
2531	2.9596	3.035	0.0217	0.0246	0.128384
2532	3.055	2.9897	0.0228	0.0334	0.124832
2533	3.0926	3.0122	0.0217	0.0272	0.128896
2534	3.0495	3.0004	0.0217	0.0283	0.127008
2535	3.0667	3.0371	0.0222	0.0254	0.128416
2536	3.0543	3.0023	0.0216	0.0252	0.128192
2537	3.112	2.9981	0.0212	0.0381	0.12464
2538	3.0603	2.9824	0.0213	0.0272	0.127936
2539	3.0529	2.9971	0.0217	0.0264	0.127392
2540	3.0365	3.0038	0.0221	0.0256	0.12896
2541	3.0517	3.0004	0.022	0.0256	0.127296
2542	3.0697	2.9904	0.0215	0.0324	0.124864
2543	3.0577	2.9899	0.0215	0.0267	0.12928
2544	3.0459	2.9727	0.022	0.0264	0.127552
2545	3.0444	2.994	0.0215	0.0257	0.12736
2546	3.0285	2.9861	0.0215	0.0259	0.127328
2547	3.0576	2.9877	0.022	0.0312	0.12512
2548	3.0423	2.9789	0.0258	0.0265	0.12832
2549	3.0434	3.0016	0.0216	0.0261	0.128384
2550	3.0395	2.9899	0.0213	0.026	0.127296
2551	3.0583	2.9866	0.0215	0.0272	0.128896
2552	3.0521	2.8351	0.0211	0.0301	0.124928
2553	3.0432	2.8461	0.0211	0.0268	0.128032
2554	2.8898	2.8968	0.0212	0.0258	0.128832
2555	2.8995	2.8435	0.0208	0.0251	0.128864
2556	2.9519	2.8373	0.0214	0.0259	0.127936
2557	2.8975	2.846	0.0209	0.0254	0.12464
2558	2.9069	2.8346	0.0212	0.0345	0.12496
2559	2.9008	2.875	0.021	0.0254	0.129632
2560	2.8885	2.8551	0.0212	0.0255	0.12832
2561	2.9284	2.8665	0.0213	0.0249	0.129056
2562	2.908	2.8505	0.0217	0.0247	0.1296
2563	2.9398	2.8481	0.0246	0.0356	0.1248
2564	2.9066	2.8558	0.0212	0.0258	0.12688
2565	2.9075	2.8551	0.0212	0.0261	0.127072
2566	2.9169	2.8573	0.022	0.0328	0.128576
2567	2.9083	2.861	0.021	0.0248	0.128032
2568	2.9136	2.8747	0.0211	0.0267	0.128064
2569	2.9158	2.8606	0.028	0.0255	0.1272
2570	2.9287	2.8749	0.0212	0.0256	0.12832
2571	2.9255	2.8559	0.022	0.0295	0.127232
2572	2.9275	2.8667	0.0212	0.0245	0.127872
2573	2.9101	2.8748	0.0215	0.025	0.12832
2574	2.9262	2.8617	0.0204	0.0286	0.124864
2575	2.9297	2.8596	0.021	0.0255	0.128544
2576	2.9138	2.8627	0.0206	0.0249	0.12832
2577	2.9125	2.8308	0.022	0.0247	0.129216
2578	2.9143	2.8595	0.0205	0.0241	0.12816
2579	2.89	2.8194	0.0204	0.0281	0.125024
2580	2.913	2.8403	0.0212	0.0253	0.128224
2581	2.8715	2.8312	0.0212	0.0246	0.129152
2582	2.8944	2.8495	0.0215	0.0257	0.128384
2583	2.8852	2.862	0.023	0.0252	0.127872
2584	2.9024	2.8326	0.0205	0.0245	0.127392
2585	2.9262	2.8519	0.022	0.0307	0.124768
2586	2.8854	2.8775	0.0212	0.0251	0.127616
2587	2.9202	2.8939	0.0212	0.0342	0.127744
2588	2.9351	3.0108	0.0224	0.0273	0.128064
2589	2.9859	2.9976	0.0216	0.0471	0.125056
2590	3.1028	3.0064	0.0217	0.0466	0.124704
2591	3.0553	2.996	0.0221	0.0269	0.127232
2592	3.0625	3.0233	0.0218	0.0265	0.128544
2593	3.0509	3.0173	0.0222	0.0255	0.128128
2594	3.0784	3.0024	0.0216	0.026	0.128416
2595	3.0932	2.999	0.0217	0.0383	0.124928
2596	3.0596	3.0107	0.0212	0.0267	0.126816
2597	3.0549	3.0081	0.0215	0.0265	0.129088
2598	3.0655	3.003	0.0214	0.026	0.128
2599	3.0626	2.9997	0.0221	0.0258	0.127232
2600	3.0636	2.9901	0.0216	0.0295	0.1248
2601	3.0603	3.0185	0.0212	0.0289	0.127232
2602	3.046	3.0046	0.0218	0.0265	0.127392
2603	3.0725	3.0022	0.0218	0.0255	0.127872
2604	3.0678	3.0039	0.0213	0.026	0.127168
2605	3.0638	2.8815	0.0219	0.0298	0.124864
2606	3.0601	2.8999	0.0211	0.0271	0.128032
2607	2.9384	2.8904	0.0211	0.0263	0.128992
2608	2.9538	2.8856	0.0211	0.0253	0.1272
2609	2.9438	2.8748	0.021	0.025	0.129056
2610	2.9445	2.8854	0.0209	0.0284	0.125376
2611	2.9295	2.885	0.021	0.0256	0.127584
2612	2.9404	2.8696	0.021	0.0255	0.127872
2613	2.9379	2.8424	0.0204	0.0248	0.128096
2614	2.9228	2.849	0.0212	0.0249	0.129472
2615	2.8938	2.8416	0.0212	0.0241	0.128512
2616	2.9073	2.88	0.0247	0.0281	0.12528
2617	2.8974	2.8591	0.0204	0.0264	0.128736
2618	2.9363	2.8556	0.0205	0.0246	0.128128
2619	2.9107	2.8405	0.0216	0.0244	0.128832
2620	2.9069	2.8819	0.0436	0.0241	0.129344
2621	2.9077	2.8726	0.0212	0.0333	0.125024
2622	2.971	2.8187	0.0206	0.0337	0.125536
2623	2.9279	2.8539	0.0204	0.0259	0.129184
2624	2.8705	2.875	0.0215	0.0246	0.127584
2625	2.9054	3.1225	0.0215	0.0241	0.128736
2626	2.9383	2.8763	0.0213	0.0315	0.12832
2627	3.1846	2.8794	0.021	0.0284	0.128704
2628	2.9304	2.8685	0.021	0.0257	0.128448
2629	2.9323	2.8586	0.0205	0.025	0.129184
2630	2.922	2.8555	0.0217	0.0251	0.128384
2631	2.9101	2.8659	0.021	0.0242	0.128448
2632	2.9341	2.8653	0.0205	0.0392	0.124896
2633	2.9214	2.8502	0.0208	0.0257	0.129472
2634	2.9181	2.8566	0.0204	0.0255	0.129088
2635	2.9025	2.8867	0.022	0.0246	0.127392
2636	2.9083	2.8605	0.0212	0.0244	0.128032
2637	2.9607	2.8652	0.0209	0.0365	0.12528
2638	2.9183	2.8818	0.021	0.0267	0.128352
2639	2.918	2.8994	0.021	0.0248	0.12736
2640	2.9351	2.9145	0.0212	0.025	0.128224
2641	2.9517	2.8534	0.0208	0.0244	0.129664
2642	2.986	2.8555	0.021	0.0334	0.125344
2643	2.9086	2.8531	0.0204	0.0254	0.129248
2644	2.9087	2.8911	0.021	0.0254	0.12912
2645	2.9044	2.8831	0.0267	0.024	0.127488
2646	2.9439	2.8793	0.0213	0.0247	0.128832
2647	2.9426	2.871	0.0211	0.0251	0.128384
2648	2.9485	2.8594	0.0211	0.0345	0.125216
2649	2.9266	2.8514	0.0212	0.0259	0.127968
2650	2.9161	2.8432	0.0204	0.0283	0.128832
2651	2.9049	2.8837	0.0214	0.0255	0.129664
2652	2.8945	2.9016	0.0226	0.0242	0.129024
2653	2.9794	2.8615	0.0212	0.0507	0.12512
2654	2.9805	2.9062	0.0217	0.0415	0.125312
2655	2.9369	2.8933	0.0272	0.0391	0.12816
2656	2.9629	2.8759	0.0213	0.026	0.129024
2657	2.9532	2.862	0.021	0.0254	0.129696
2658	2.9576	2.865	0.021	0.0414	0.125504
2659	2.9187	2.8986	0.0212	0.0261	0.128064
2660	2.918	2.8875	0.0212	0.0249	0.127328
2661	2.9518	2.881	0.0211	0.025	0.129024
2662	2.9405	2.893	0.0211	0.0247	0.128896
2663	2.9347	2.9047	0.0216	0.0251	0.129728
2664	2.9512	2.8686	0.021	0.0283	0.12544
2665	2.9603	2.8967	0.0211	0.0257	0.128128
2666	2.9222	2.8642	0.0212	0.0257	0.129664
2667	2.9498	2.8589	0.0212	0.025	0.129216
2668	2.918	2.8816	0.021	0.0251	0.128512
2669	2.9216	2.8647	0.0209	0.0303	0.125376
2670	2.936	2.866	0.0211	0.0254	0.128992
2671	2.9176	2.8821	0.0212	0.0249	0.128
2672	2.9193	2.8981	0.0211	0.0251	0.129632
2673	2.9353	2.8918	0.0211	0.0247	0.129824
2674	2.957	2.8664	0.0204	0.0284	0.125344
2675	2.9474	2.8582	0.0209	0.0266	0.12864
2676	2.9186	2.8656	0.0211	0.0248	0.128608
2677	2.9107	2.897	0.0218	0.0245	0.128576
2678	2.9193	2.8684	0.022	0.0249	0.127968
2679	2.9503	2.8679	0.0215	0.0246	0.129888
2680	2.9307	2.8425	0.0212	0.0298	0.125376
2681	2.9268	2.8814	0.0211	0.028	0.127328
2682	2.8975	2.9107	0.021	0.027	0.12864
2683	2.9354	2.8689	0.0213	0.0253	0.129152
2684	2.9632	2.8599	0.0204	0.0246	0.129632
2685	2.9287	2.8595	0.0208	0.0285	0.125408
2686	2.9132	2.8485	0.021	0.0255	0.129152
2687	2.912	2.9084	0.0212	0.0245	0.12944
2688	2.9042	2.8786	0.0216	0.0273	0.127776
2689	2.9836	2.9127	0.022	0.0389	0.125344
2690	2.9701	2.8807	0.0213	0.0476	0.128832
2691	3.0041	2.8683	0.0212	0.0469	0.125536
2692	2.9698	2.872	0.0212	0.0453	0.129184
2693	2.9249	2.8798	0.0212	0.0266	0.128224
2694	2.9272	2.8984	0.022	0.0262	0.129408
2695	2.9466	2.8856	0.022	0.0334	0.12752
2696	2.959	2.8927	0.0212	0.029	0.125408
2697	2.9435	2.8724	0.0212	0.0269	0.128096
2698	2.9485	2.8624	0.0212	0.0258	0.12912
2699	2.9261	2.8861	0.0216	0.0254	0.129952
2700	2.9156	2.9073	0.021	0.025	0.129216
2701	2.9578	2.8637	0.0222	0.0359	0.125344
2702	2.9626	2.8592	0.0214	0.0261	0.128736
2703	2.9355	2.8749	0.022	0.0358	0.12864
2704	2.9169	3.01	0.0214	0.0267	0.129472
2705	2.9293	2.88	0.0213	0.0252	0.127744
2706	3.1029	2.8964	0.0212	0.0476	0.125728
2707	2.9391	2.8491	0.021	0.0277	0.128416
2708	2.9537	2.8549	0.0211	0.0277	0.12944
2709	2.9034	2.8608	0.0212	0.0255	0.12944
2710	2.9079	2.8658	0.0212	0.025	0.129536
2711	2.9248	2.903	0.0212	0.0313	0.125536
2712	2.9207	2.867	0.0211	0.0258	0.129536
2713	2.9579	2.8971	0.021	0.0259	0.129536
2714	2.9205	2.889	0.0228	0.0251	0.128544
2715	2.9497	2.8435	0.022	0.0247	0.128128
2716	2.9437	2.8828	0.0215	0.0247	0.127616
2717	2.928	2.8903	0.0212	0.0419	0.125376
2718	2.9724	2.903	0.0219	0.0448	0.127552
2719	2.9504	2.8886	0.021	0.0284	0.128704
2720	3.0014	2.8803	0.0222	0.0463	0.125344
2721	2.9494	2.9056	0.0211	0.0286	0.129312
2722	2.9606	2.8488	0.0263	0.0409	0.125536
2723	2.9622	2.8511	0.0253	0.0262	0.12976
2724	2.9079	2.8584	0.0212	0.0255	0.129824
2725	2.9078	2.8697	0.0215	0.0244	0.127552
2726	2.9113	2.889	0.0218	0.0247	0.127552
2727	2.9322	2.8852	0.021	0.0303	0.125696
2728	2.9447	2.8905	0.021	0.0258	0.128128
2729	2.9439	2.8533	0.021	0.0308	0.127648
2730	2.9431	2.8651	0.0209	0.0246	0.130272
2731	2.9058	2.8423	0.0208	0.0245	0.12768
2732	2.9194	2.8486	0.0225	0.0256	0.129664
2733	2.8988	2.8593	0.021	0.0266	0.1256
2734	2.9072	2.8494	0.0211	0.0276	0.12816
2735	2.9121	2.8665	0.0212	0.0247	0.12784
2736	2.9022	2.8455	0.0211	0.0248	0.128832
2737	2.9194	2.8471	0.0212	0.0246	0.128032
2738	2.9042	2.8525	0.022	0.0283	0.125408
2739	2.9036	2.8636	0.0212	0.0266	0.128704
2740	2.9068	2.8604	0.0212	0.0254	0.128064
2741	2.9163	2.8655	0.0217	0.0246	0.128
2742	2.9137	2.8557	0.0212	0.025	0.128192
2743	2.9279	2.869	0.021	0.0297	0.125632
2744	2.9127	2.8448	0.0211	0.0283	0.128672
2745	2.9218	2.8485	0.0208	0.025	0.128224
2746	2.8978	2.8552	0.021	0.0247	0.129184
2747	2.9012	2.8539	0.0213	0.0248	0.127712
2748	2.9076	2.83	0.0212	0.0245	0.128704
2749	2.9166	2.865	0.0211	0.0306	0.125504
2750	2.885	2.849	0.0212	0.0259	0.128704
2751	2.9182	2.892	0.022	0.025	0.128
2752	2.9023	2.9014	0.0217	0.0251	0.128768
2753	2.9455	2.894	0.021	0.0246	0.128736
2754	2.9765	2.9153	0.0215	0.0371	0.125632
2755	2.9508	2.8603	0.0209	0.026	0.129248
2756	2.9692	2.8858	0.021	0.0253	0.128928
2757	2.9128	2.8503	0.0217	0.0245	0.128608
2758	2.9382	2.8463	0.0213	0.0245	0.128608
2759	2.9165	2.8713	0.0212	0.0315	0.125568
2760	2.9065	2.8373	0.0204	0.0289	0.12576
2761	2.926	2.8194	0.0204	0.0258	0.129088
2762	2.8897	2.8096	0.021	0.0247	0.127872
2763	2.8706	2.8316	0.0214	0.024	0.12928
2764	2.8629	2.8524	0.021	0.0252	0.128544
2765	2.9037	2.8468	0.021	0.0354	0.125536
2766	2.9076	2.8417	0.0211	0.0262	0.127872
2767	2.9001	2.8568	0.0213	0.0255	0.128672
2768	2.8944	2.9336	0.0213	0.0246	0.127744
2769	2.9104	2.8703	0.0292	0.025	0.12864
2770	2.9963	2.8233	0.0205	0.03	0.125632
2771	2.9327	2.8525	0.0209	0.025	0.127488
2772	2.8757	2.8376	0.0211	0.0253	0.128256
2773	2.9042	2.8365	0.021	0.0241	0.129152
2774	2.8911	2.8265	0.0205	0.025	0.12848
2775	2.8938	2.8328	0.0212	0.0275	0.130688
2776	2.8806	2.8236	0.0211	0.0258	0.128128
2777	2.8862	2.8418	0.0208	0.0249	0.128064
2778	2.8767	2.8312	0.0205	0.0249	0.128928
2779	2.8945	2.8408	0.0212	0.0247	0.129984
2780	2.8824	2.8539	0.0212	0.0241	0.130176
2781	2.901	2.8915	0.0212	0.0291	0.12576
2782	2.9084	2.8611	0.023	0.0256	0.1296
2783	2.9445	2.8664	0.0214	0.0248	0.129152
2784	2.9244	2.9082	0.0262	0.0305	0.130144
2785	2.9433	2.839	0.0212	0.0397	0.129184
2786	3.0307	2.844	0.021	0.0687	0.125728
2787	2.9167	2.9062	0.0259	0.0398	0.129536
2788	2.9002	2.867	0.022	0.0268	0.12784
2789	2.965	2.8646	0.0212	0.0255	0.12816
2790	2.922	2.8581	0.0212	0.0258	0.12992
2791	2.9239	2.8517	0.021	0.028	0.127616
2792	2.9151	2.8557	0.0268	0.0267	0.125408
2793	2.9052	2.8795	0.0212	0.0251	0.130016
2794	2.9159	2.8576	0.021	0.0257	0.12896
2795	2.933	2.8984	0.0213	0.0249	0.129632
2796	2.9105	2.8634	0.0211	0.0249	0.129824
2797	2.9722	2.8591	0.0219	0.0377	0.12544
2798	2.9186	2.8764	0.021	0.0255	0.129088
2799	2.913	2.8906	0.0212	0.0249	0.12944
2800	2.93	2.8796	0.0217	0.0251	0.12976
2801	2.9442	2.9033	0.021	0.025	0.12944
2802	2.9417	2.8456	0.021	0.0304	0.12592
2803	2.9572	2.8688	0.0211	0.0252	0.128576
2804	2.8984	2.867	0.0211	0.0248	0.1296
2805	2.9226	2.8763	0.0212	0.025	0.128512
2806	2.9197	2.8644	0.0211	0.0245	0.128768
2807	2.9314	2.8571	0.0205	0.0258	0.129728
2808	2.9184	2.8675	0.0212	0.0253	0.126176
2809	2.9096	2.8735	0.021	0.025	0.128096
2810	2.9209	2.8742	0.021	0.0248	0.130208
2811	2.9261	2.8859	0.0212	0.0245	0.128832
2812	2.9265	2.906	0.0212	0.0245	0.12752
2813	2.9462	2.878	0.0219	0.0285	0.125376
2814	2.9606	2.9103	0.0204	0.0257	0.129088
2815	2.9325	2.8831	0.021	0.0254	0.128608
2816	2.9621	2.9124	0.0212	0.0244	0.129376
2817	2.9361	2.9032	0.0205	0.0248	0.127968
2818	2.9707	2.8783	0.021	0.0283	0.125632
2819	2.956	2.917	0.0213	0.0248	0.127936
2820	2.9361	2.8936	0.0212	0.0278	0.125856
2821	2.9721	2.9295	0.0212	0.0261	0.12928
2822	2.9465	2.9049	0.0212	0.0248	0.128832
2823	2.9891	2.9053	0.0219	0.0283	0.130144
2824	2.9638	2.8599	0.0205	0.0281	0.125216
2825	2.9612	2.8763	0.0209	0.0255	0.129248
2826	2.9121	2.8732	0.0211	0.0247	0.129504
2827	2.9283	2.8951	0.0219	0.0243	0.127712
2828	2.9265	2.8829	0.0212	0.0252	0.127936
2829	2.9568	2.8744	0.0205	0.0292	0.12576
2830	2.9386	2.9021	0.021	0.0261	0.128544
2831	2.9267	2.8458	0.0205	0.025	0.129568
2832	2.9548	2.8519	0.0213	0.0248	0.129184
2833	2.8973	2.8995	0.0205	0.0243	0.127328
2834	2.9117	2.8697	0.0212	0.0283	0.12544
2835	2.9538	2.8547	0.0212	0.0256	0.130208
2836	2.9238	2.9092	0.0204	0.0256	0.128384
2837	2.9072	2.8751	0.0205	0.0245	0.128576
2838	2.961	2.8509	0.0247	0.0243	0.129632
2839	2.9282	2.898	0.0204	0.0254	0.128032
2840	2.9097	2.8538	0.0204	0.0259	0.125568
2841	2.9519	2.8345	0.0205	0.0254	0.129024
2842	2.9057	2.8264	0.0204	0.0247	0.129536
2843	2.8859	2.841	0.0214	0.0242	0.129632
2844	2.8777	2.8747	0.0211	0.0242	0.128128
2845	2.8988	2.8479	0.0211	0.0276	0.125376
2846	2.93	2.8556	0.0242	0.026	0.129056
2847	2.901	2.8439	0.0216	0.025	0.12992
2848	2.9136	2.8977	0.0212	0.0256	0.129024
2849	2.8964	2.9225	0.022	0.0241	0.128352
2850	2.9548	2.9053	0.0215	0.0276	0.12592
2851	3.009	2.8985	0.0215	0.0459	0.130048
2852	3.0001	2.8824	0.0212	0.0495	0.125568
2853	2.9861	2.8952	0.0212	0.0438	0.130272
2854	2.9394	2.879	0.0211	0.0269	0.12784
2855	2.967	2.9052	0.0212	0.0364	0.129312
2856	2.9375	2.8945	0.0212	0.0281	0.12992
2857	2.96	2.9284	0.021	0.026	0.127648
2858	2.9485	2.9204	0.021	0.0253	0.129024
2859	2.981	2.8851	0.0221	0.0246	0.128448
2860	2.9729	2.8948	0.0212	0.0246	0.127584
2861	2.9608	2.9228	0.0211	0.0381	0.125632
2862	2.951	2.9106	0.0212	0.0265	0.130464
2863	2.9761	2.8694	0.0212	0.0252	0.128832
2864	2.9636	2.9016	0.0212	0.0246	0.129152
2865	2.9227	2.9115	0.0217	0.025	0.128096
2866	2.9639	2.8755	0.0212	0.0304	0.125312
2867	2.9669	2.9222	0.021	0.0255	0.128608
2868	2.9297	2.9105	0.022	0.0257	0.129728
2869	2.9756	2.9799	0.0308	0.0254	0.128544
2870	2.9644	2.8893	0.0218	0.0249	0.129632
2871	3.0819	2.8809	0.0219	0.0479	0.125856
2872	2.9474	2.8587	0.0211	0.0271	0.127872
2873	2.9352	2.8599	0.0212	0.0251	0.128704
2874	2.9117	2.8692	0.0226	0.0248	0.129792
2875	2.9124	2.8426	0.0217	0.0244	0.129952
2876	2.9383	2.8438	0.021	0.0346	0.1272
2877	2.9145	2.8444	0.0211	0.0366	0.125632
2878	2.9098	2.8769	0.0208	0.0338	0.127456
2879	2.9054	2.8809	0.021	0.03	0.128576
2880	2.9304	2.8701	0.021	0.0253	0.129216
2881	2.935	2.8866	0.021	0.0251	0.129856
2882	2.9233	2.9068	0.021	0.0251	0.12544
2883	2.94	2.9045	0.021	0.025	0.130464
2884	2.9592	2.935	0.022	0.0244	0.128576
2885	2.9569	2.8699	0.0212	0.0244	0.128128
2886	3.0163	2.8731	0.021	0.0416	0.126688
2887	2.9488	2.9022	0.0217	0.0411	0.125824
2888	2.9288	2.9034	0.0218	0.026	0.128608
2889	2.9561	2.9177	0.021	0.0252	0.128288
2890	2.9567	2.8993	0.021	0.0245	0.129216
2891	2.9708	2.8982	0.0211	0.0247	0.127808
2892	2.9546	2.9135	0.0209	0.0268	0.125888
2893	2.9525	2.9384	0.021	0.0255	0.128672
2894	2.9663	2.9051	0.0211	0.0248	0.12928
2895	2.9916	2.8821	0.0209	0.0253	0.128576
2896	2.9593	2.8657	0.0211	0.0253	0.129856
2897	2.9344	2.8993	0.0209	0.0244	0.12864
2898	2.9218	2.9351	0.021	0.0269	0.125888
2899	2.9546	2.9119	0.021	0.0268	0.128832
2900	2.9878	2.8796	0.021	0.0247	0.127872
2901	2.9699	2.8796	0.021	0.0297	0.128992
2902	2.9325	2.8948	0.0212	0.0249	0.129888
2903	2.9325	2.9314	0.021	0.0249	0.1256
2904	2.948	2.9224	0.0211	0.0247	0.12912
2905	2.9842	2.8802	0.021	0.0246	0.128256
2906	2.9761	2.8741	0.021	0.0248	0.128448
2907	2.9333	2.8997	0.0209	0.0251	0.12992
2908	2.9264	2.9326	0.021	0.0245	0.1256
2909	2.9522	2.9193	0.021	0.0246	0.128736
2910	2.9856	2.8823	0.0207	0.0247	0.128224
2911	2.9725	2.8848	0.0208	0.0247	0.12832
2912	2.9346	2.8857	0.021	0.0243	0.1296
2913	2.9369	2.8909	0.0207	0.0246	0.128768
2914	2.9385	2.8847	0.0207	0.0243	0.125472
2915	2.9439	2.9074	0.0211	0.0249	0.128992
2916	2.9367	2.9494	0.0214	0.0242	0.130624
2917	2.9984	2.9283	0.0215	0.0486	0.128704
2918	3.0607	2.9007	0.0212	0.0604	0.126208
2919	3.0204	2.8887	0.0213	0.0468	0.125856
2920	2.9564	2.8995	0.0217	0.0259	0.128768
2921	2.9429	2.9026	0.0212	0.0253	0.128128
2922	2.9536	2.9486	0.0213	0.0252	0.129664
2923	2.9551	2.9063	0.0212	0.0245	0.128224
2924	3.0162	2.9046	0.0212	0.0329	0.125664
2925	2.9625	2.9	0.0212	0.0258	0.128608
2926	2.9587	2.9238	0.0209	0.0252	0.128576
2927	2.9531	2.8956	0.0217	0.0249	0.129792
2928	2.9764	2.9097	0.0212	0.0247	0.129856
2929	2.9616	2.928	0.0222	0.0323	0.125536
2930	2.9654	2.8894	0.0211	0.026	0.128256
2931	2.9832	2.9194	0.021	0.0257	0.129952
2932	2.9427	2.9099	0.0218	0.0248	0.129248
2933	2.9728	2.93	0.0213	0.0248	0.128928
2934	2.9636	2.9329	0.0218	0.0246	0.129888
2935	2.9977	2.8962	0.0212	0.0337	0.125408
2936	2.9951	2.905	0.0219	0.0294	0.129024
2937	2.9531	2.9066	0.021	0.0264	0.12992
